115367	gi|355398356|NR2-2/2HbN	100.00	56	0	0	1	56	547	602	2e-26	 104
115367	gi|240129575|NR1	100.00	56	0	0	1	56	583	638	2e-26	 104
118521	gi|355398356|NR2-2/2HbN	100.00	58	0	0	1	58	1795	1738	2e-27	 108
139613	gi|355398356|NR2-2/2HbN	100.00	68	0	0	1	68	370	437	5e-33	 126
139613	gi|240129575|NR1	100.00	68	0	0	1	68	406	473	5e-33	 126
145529	gi|355398356|NR2-2/2HbN	100.00	71	0	0	1	71	1760	1690	1e-34	 132
160733	gi|355398356|NR2-2/2HbN	98.59	71	1	0	1	71	2363	2293	6e-33	 126
160733	gi|240129575|NR1	98.59	71	1	0	1	71	2078	2008	6e-33	 126
164141	gi|355398356|NR2-2/2HbN	100.00	72	0	0	1	72	1844	1773	3e-35	 134
164481	gi|32130540|psbO	100.00	72	0	0	1	72	768	839	3e-35	 134
222635	gi|14456617|Na-ATPase	97.37	76	2	0	1	76	2394	2469	5e-34	 130
254137	gi|32130540|psbO	97.50	80	0	2	1	78	1013	1092	1e-35	 135
262020	gi|355398356|NR2-2/2HbN	100.00	79	0	0	1	79	752	830	5e-39	 147
262020	gi|240129575|NR1	100.00	79	0	0	1	79	788	866	5e-39	 147
316423	gi|355398356|NR2-2/2HbN	100.00	84	0	0	1	84	1302	1385	8e-42	 156
316423	gi|240129575|NR1	100.00	84	0	0	1	84	1338	1421	8e-42	 156
334799	gi|355398356|NR2-2/2HbN	100.00	86	0	0	1	86	521	436	7e-43	 159
334799	gi|240129575|NR1	100.00	86	0	0	1	86	557	472	7e-43	 159
378989	gi|355398356|NR2-2/2HbN	97.83	92	2	0	1	92	502	593	7e-43	 159
378989	gi|240129575|NR1	97.83	92	2	0	1	92	538	629	7e-43	 159
437585	gi|355398356|NR2-2/2HbN	99.01	101	1	0	1	101	1961	1861	2e-49	 182
447010	gi|355398356|NR2-2/2HbN	95.15	103	5	0	1	103	2293	2395	6e-44	 163
447010	gi|240129575|NR1	95.15	103	5	0	1	103	2008	2110	6e-44	 163
485923	gi|355398356|NR2-2/2HbN	100.00	111	0	0	1	111	707	597	1e-56	 206
485923	gi|240129575|NR1	100.00	111	0	0	1	111	743	633	1e-56	 206
487029	gi|32130540|psbO	100.00	111	0	0	1	111	790	680	1e-56	 206
493105	gi|355398356|NR2-2/2HbN	98.23	113	2	0	1	113	2067	1955	2e-54	 198
493105	gi|240129575|NR1	98.23	113	2	0	1	113	1782	1670	2e-54	 198
493127	gi|355398356|NR2-2/2HbN	100.00	113	0	0	1	113	910	1022	9e-58	 209
493127	gi|240129575|NR1	100.00	113	0	0	1	113	946	1058	9e-58	 209
535371	gi|355398356|NR2-2/2HbN	99.20	125	1	0	1	125	808	932	1e-62	 226
535371	gi|240129575|NR1	99.20	125	1	0	1	125	844	968	1e-62	 226
552284	gi|355398356|NR2-2/2HbN	97.66	128	3	0	4	131	136	263	5e-61	 220
552284	gi|240129575|NR1	97.66	128	3	0	4	131	172	299	5e-61	 220
575850	gi|603053|psbA	100.00	141	0	0	1	141	632	772	3e-73	 261
586926	gi|355398356|NR2-2/2HbN	93.84	146	9	0	1	146	1508	1363	6e-61	 220
586926	gi|240129575|NR1	93.84	146	9	0	1	146	1544	1399	6e-61	 220
598934	gi|14456617|Na-ATPase	92.11	152	12	0	1	152	3610	3761	3e-59	 215
599809	gi|355398356|NR2-2/2HbN	100.00	149	0	0	4	152	389	241	1e-77	 276
599809	gi|240129575|NR1	100.00	149	0	0	4	152	425	277	1e-77	 276
614951	gi|14456617|Na-ATPase	82.61	161	28	0	1	161	3826	3986	1e-37	 143
623845	gi|355398356|NR2-2/2HbN	100.00	167	0	0	1	167	2149	2315	1e-87	 309
623845	gi|240129575|NR1	100.00	167	0	0	1	167	1864	2030	1e-87	 309
645595	gi|355398356|NR2-2/2HbN	100.00	166	0	0	1	166	2668	2833	5e-87	 307
645595	gi|240129575|NR1	100.00	166	0	0	1	166	2383	2548	5e-87	 307
656746	gi|32130540|psbO	99.49	195	0	1	1	194	841	1035	7e-101	 353
660350	gi|355398356|NR2-2/2HbN	99.49	197	1	0	1	197	1583	1387	2e-102	 359
660350	gi|240129575|NR1	99.49	197	1	0	1	197	1619	1423	2e-102	 359
